parent,parenttype,parentfield,item_code,qty,uom,stock_qty,stock_uom,include_item_in_manufacturing
BOM-711C3002E-R2,BOM,items,KEMOLIT SL4,5.0,Kg,5.0,Kg,1
BOM-711C3002E-R2,BOM,items,PE5302,2.0,Kg,2.0,Kg,1
BOM-711C3002E-R2,BOM,items,WX,50.0,Kg,50.0,Kg,1
BOM-711C3002E-R2,BOM,items,PMX,2.0,Kg,2.0,Kg,1
BOM-711C3002HS-R0,BOM,items,711M006BK,55.6,Kg,55.6,Kg,1
BOM-711C3002HS-R0,BOM,items,721M001,7.0,Kg,7.0,Kg,1
BOM-711C3002HS-R0,BOM,items,G568,15.0,Kg,15.0,Kg,1
BOM-711C3002HS-R0,BOM,items,GBEAD,18.0,Kg,18.0,Kg,1
BOM-711C3002HS-R0,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-711C3002HS-R0,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-711C3002HS-R0,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-711C3002IM-R1,BOM,items,711M006BK,64.4,Kg,64.4,Kg,1
BOM-711C3002IM-R1,BOM,items,G568,30.0,Kg,30.0,Kg,1
BOM-711C3002IM-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-711C3002IM-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-711C3002IM-R1,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-711C3002IM-R1,BOM,items,H-10,0.1,Kg,0.1,Kg,1
BOM-711C3002IM-R1,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-711C3002IM-R1,BOM,items,AD201,1.0,Kg,1.0,Kg,1
BOM-711C3002M-R0,BOM,items,711M006BK,66.0,Kg,66.0,Kg,1
BOM-711C3002M-R0,BOM,items,G568,15.0,Kg,15.0,Kg,1
BOM-711C3002M-R0,BOM,items,KEMOLIT KF4,15.0,Kg,15.0,Kg,1
BOM-711C3002M-R0,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-711C3003HS-R1,BOM,items,711M006BK,65.3,Kg,65.3,Kg,1
BOM-711C3003HS-R1,BOM,items,G568,30.0,Kg,30.0,Kg,1
BOM-711C3003HS-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-711C3003HS-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-711C3003HS-R1,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-711C3003HS-R1,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-711C3003HS-R1,BOM,items,H-10,0.2,Kg,0.2,Kg,1
BOM-711C3006HF-R1,BOM,items,711M004,60.05,Kg,60.05,Kg,1
BOM-711C3006HF-R1,BOM,items,G568,35.0,Kg,35.0,Kg,1
BOM-711C3006HF-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-711C3006HF-R1,BOM,items,AD101,0.15,Kg,0.15,Kg,1
BOM-711C3006HF-R1,BOM,items,PE5302,4.5,Kg,4.5,Kg,1
BOM-711C3007-R0,BOM,items,711M006N,62.4,Kg,62.4,Kg,1
BOM-711C3007-R0,BOM,items,PE5302,4.0,Kg,4.0,Kg,1
BOM-711C3007-R0,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-711C3007-R0,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-711C3007-R0,BOM,items,AD102,0.2,Kg,0.2,Kg,1
BOM-711C3007-R0,BOM,items,G568,33.0,Kg,33.0,Kg,1
BOM-711D1001F-R1,BOM,items,711M006N,72.9,Kg,72.9,Kg,1
BOM-711D1001F-R1,BOM,items,G568,15.0,Kg,15.0,Kg,1
BOM-711D1001F-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-711D1001F-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-711D1001F-R1,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-711D1001F-R1,BOM,items,BP0800,0.6,Kg,0.6,Kg,1
BOM-711D1001F-R1,BOM,items,AD411,11.0,Kg,11.0,Kg,1
BOM-711D1004-R2,BOM,items,711M006SB,82.95,Kg,82.95,Kg,1
BOM-711D1004-R2,BOM,items,PA0002,0.25,Kg,0.25,Kg,1
BOM-711D1004-R2,BOM,items,G568,16.0,Kg,16.0,Kg,1
BOM-711D1004-R2,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-711D1004-R2,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-711D1004-R2,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-711D1004-R2,BOM,items,BP0800,0.3,Kg,0.3,Kg,1
BOM-711D3004HS-R1,BOM,items,711M006BK,68.95,Kg,68.95,Kg,1
BOM-711D3004HS-R1,BOM,items,G568,30.0,Kg,30.0,Kg,1
BOM-711D3004HS-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-711D3004HS-R1,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-711D3004HS-R1,BOM,items,AD801,0.1,Kg,0.1,Kg,1
BOM-711D3004HS-R1,BOM,items,AD314,0.25,Kg,0.25,Kg,1
BOM-711D3004HS-R1,BOM,items,BP0800,0.3,Kg,0.3,Kg,1
BOM-711D3008IM-R1,BOM,items,711M006N,65.95,Kg,65.95,Kg,1
BOM-711D3008IM-R1,BOM,items,G568,30.0,Kg,30.0,Kg,1
BOM-711D3008IM-R1,BOM,items,AD103,0.15,Kg,0.15,Kg,1
BOM-711D3008IM-R1,BOM,items,AD807,0.3,Kg,0.3,Kg,1
BOM-711D3008IM-R1,BOM,items,BP0800,0.3,Kg,0.3,Kg,1
BOM-711D3008IM-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-711D3008IM-R1,BOM,items,AD201,3.0,Kg,3.0,Kg,1
BOM-711D5002-R0,BOM,items,711M006BK,48.9,Kg,48.9,Kg,1
BOM-711D5002-R0,BOM,items,G568,50.0,Kg,50.0,Kg,1
BOM-711D5002-R0,BOM,items,AD301,0.5,Kg,0.5,Kg,1
BOM-711D5002-R0,BOM,items,AD101,0.15,Kg,0.15,Kg,1
BOM-711D5002-R0,BOM,items,AD102,0.15,Kg,0.15,Kg,1
BOM-711D5002-R0,BOM,items,BP0800,0.3,Kg,0.3,Kg,1
BOM-711D5002-R1,BOM,items,711M006BK,48.9,Kg,48.9,Kg,1
BOM-711D5002-R1,BOM,items,G568,50.0,Kg,50.0,Kg,1
BOM-711D5002-R1,BOM,items,AD301,0.5,Kg,0.5,Kg,1
BOM-711D5002-R1,BOM,items,AD101,0.15,Kg,0.15,Kg,1
BOM-711D5002-R1,BOM,items,AD102,0.15,Kg,0.15,Kg,1
BOM-711D5002-R1,BOM,items,BP0800,0.3,Kg,0.3,Kg,1
BOM-712D0031F-R1,BOM,items,JE28,77.1,Kg,77.1,Kg,1
BOM-712D0031F-R1,BOM,items,AD417,20.0,Kg,20.0,Kg,1
BOM-712D0031F-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-712D0031F-R1,BOM,items,AD405,0.4,Kg,0.4,Kg,1
BOM-712D0031F-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-712D0031F-R1,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-712D0031F-R1,BOM,items,TALC 1090,2.0,Kg,2.0,Kg,1
BOM-712D1004-6-R0,BOM,items,H8202NLB,53.6,Kg,53.6,Kg,1
BOM-712D1004-6-R0,BOM,items,G568,15.0,Kg,15.0,Kg,1
BOM-712D1004-6-R0,BOM,items,711M006N,30.0,Kg,30.0,Kg,1
BOM-712D1004-6-R0,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-712D1004-6-R0,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-712D1004-6-R0,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-712D1004-6-R0,BOM,items,AD801,0.15,Kg,0.15,Kg,1
BOM-712D1004-6-R0,BOM,items,AD807,0.25,Kg,0.25,Kg,1
BOM-712D1004-6-R0,BOM,items,BP0800,0.5,Kg,0.5,Kg,1
BOM-712D2081F3-4-R0,BOM,items,H8202NLB,43.5,Kg,43.5,Kg,1
BOM-712D2081F3-4-R0,BOM,items,G249,20.0,Kg,20.0,Kg,1
BOM-712D2081F3-4-R0,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-712D2081F3-4-R0,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-712D2081F3-4-R0,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-712D2081F3-4-R0,BOM,items,JE25 OG,20.0,Kg,20.0,Kg,1
BOM-712D2081F3-4-R0,BOM,items,AD404,16.0,Kg,16.0,Kg,1
BOM-712D2088F-4-R0,BOM,items,H8202NLB,47.063,Kg,47.063,Kg,1
BOM-712D2088F-4-R0,BOM,items,711M006SN,20.0,Kg,20.0,Kg,1
BOM-712D2088F-4-R0,BOM,items,G249,9.0,Kg,9.0,Kg,1
BOM-712D2088F-4-R0,BOM,items,AD803G,11.0,Kg,11.0,Kg,1
BOM-712D2088F-4-R0,BOM,items,AD404,11.0,Kg,11.0,Kg,1
BOM-712D2088F-4-R0,BOM,items,AD807,0.44,Kg,0.44,Kg,1
BOM-712D2088F-4-R0,BOM,items,AD810,0.7,Kg,0.7,Kg,1
BOM-712D2088F-4-R0,BOM,items,AD102,0.22,Kg,0.22,Kg,1
BOM-712D2088F-4-R0,BOM,items,AD801,0.22,Kg,0.22,Kg,1
BOM-712D2088F-4-R0,BOM,items,AD301,0.1,Kg,0.1,Kg,1
BOM-712D2088F-4-R0,BOM,items,AD802,0.05,Kg,0.05,Kg,1
BOM-712D2088F-4-R0,BOM,items,AD805,0.1,Kg,0.1,Kg,1
BOM-712D2088F-4-R0,BOM,items,PT83,0.1,Kg,0.1,Kg,1
BOM-712D2088F-4-R0,BOM,items,PB02,0.007,Kg,0.007,Kg,1
BOM-712D2094F-4-R0,BOM,items,H8202NLB,47.063,Kg,47.063,Kg,1
BOM-712D2094F-4-R0,BOM,items,711M006SN,20.0,Kg,20.0,Kg,1
BOM-712D2094F-4-R0,BOM,items,G249,10.0,Kg,10.0,Kg,1
BOM-712D2094F-4-R0,BOM,items,AD803G,10.0,Kg,10.0,Kg,1
BOM-712D2094F-4-R0,BOM,items,AD404,11.0,Kg,11.0,Kg,1
BOM-712D2094F-4-R0,BOM,items,AD807,0.44,Kg,0.44,Kg,1
BOM-712D2094F-4-R0,BOM,items,AD810,0.7,Kg,0.7,Kg,1
BOM-712D2094F-4-R0,BOM,items,AD102,0.22,Kg,0.22,Kg,1
BOM-712D2094F-4-R0,BOM,items,AD801,0.22,Kg,0.22,Kg,1
BOM-712D2094F-4-R0,BOM,items,AD301,0.1,Kg,0.1,Kg,1
BOM-712D2094F-4-R0,BOM,items,AD802,0.05,Kg,0.05,Kg,1
BOM-712D2094F-4-R0,BOM,items,AD805,0.1,Kg,0.1,Kg,1
BOM-712D2094F-4-R0,BOM,items,PT83,0.1,Kg,0.1,Kg,1
BOM-712D2094F-4-R0,BOM,items,PB02,0.007,Kg,0.007,Kg,1
BOM-712D3081F2-4-R0,BOM,items,H8202NLB,28.13,Kg,28.13,Kg,1
BOM-712D3081F2-4-R0,BOM,items,AD413,11.0,Kg,11.0,Kg,1
BOM-712D3081F2-4-R0,BOM,items,L08XM,4.0,Kg,4.0,Kg,1
BOM-712D3081F2-4-R0,BOM,items,G249,30.0,Kg,30.0,Kg,1
BOM-712D3081F2-4-R0,BOM,items,JE25 OG,20.0,Kg,20.0,Kg,1
BOM-712D3081F2-4-R0,BOM,items,AD816,3.0,Kg,3.0,Kg,1
BOM-712D3081F2-4-R0,BOM,items,AD103,0.2,Kg,0.2,Kg,1
BOM-712D3081F2-4-R0,BOM,items,AD102,0.15,Kg,0.15,Kg,1
BOM-712D3081F2-4-R0,BOM,items,AD806,0.4,Kg,0.4,Kg,1
BOM-712D3081F2-4-R0,BOM,items,PT02,1.0,Kg,1.0,Kg,1
BOM-712D3081F2-4-R0,BOM,items,AD301,0.1,Kg,0.1,Kg,1
BOM-712D3081F2-4-R0,BOM,items,AD801,0.1,Kg,0.1,Kg,1
BOM-712D3081F2-4-R0,BOM,items,AD802,0.05,Kg,0.05,Kg,1
BOM-712D3081F2-4-R0,BOM,items,PB02,0.8,Kg,0.8,Kg,1
BOM-712D3081F2-4-R0,BOM,items,PC01,0.1,Kg,0.1,Kg,1
BOM-712D3081F2-4-R0,BOM,items,PG01,0.065,Kg,0.065,Kg,1
BOM-712D3081F2-4-R0,BOM,items,PT01,0.9,Kg,0.9,Kg,1
BOM-720C0001-R1,BOM,items,A45,93.5,Kg,93.5,Kg,1
BOM-720C0001-R1,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-720C0001-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C0001-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-720C0001-R1,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-720C0001-R1,BOM,items,AD201,2.0,Kg,2.0,Kg,1
BOM-720C0001F-R1,BOM,items,721M003,80.3,Kg,80.3,Kg,1
BOM-720C0001F-R1,BOM,items,AD411,14.0,Kg,14.0,Kg,1
BOM-720C0001F-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C0001F-R1,BOM,items,AD101,0.15,Kg,0.15,Kg,1
BOM-720C0001F-R1,BOM,items,AD102,0.15,Kg,0.15,Kg,1
BOM-720C0001F-R1,BOM,items,PB02,0.1,Kg,0.1,Kg,1
BOM-720C0001F-R1,BOM,items,PE0800,5.0,Kg,5.0,Kg,1
BOM-720C0001HS-R1,BOM,items,A45,95.4,Kg,95.4,Kg,1
BOM-720C0001HS-R1,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-720C0001HS-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C0001HS-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-720C0001HS-R1,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-720C0001HS-R1,BOM,items,H-10,0.1,Kg,0.1,Kg,1
BOM-720C0002F-R1,BOM,items,A45,83.5,Kg,83.5,Kg,1
BOM-720C0002F-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C0002F-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-720C0002F-R1,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-720C0002F-R1,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-720C0002F-R1,BOM,items,AD411,12.0,Kg,12.0,Kg,1
BOM-720C0002ST-R1,BOM,items,A45,83.0,Kg,83.0,Kg,1
BOM-720C0002ST-R1,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-720C0002ST-R1,BOM,items,AD201,12.5,Kg,12.5,Kg,1
BOM-720C0002ST-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C0002ST-R1,BOM,items,AD101,0.2,Kg,0.2,Kg,1
BOM-720C0022ST-R1,BOM,items,A45,85.4992,Kg,85.4992,Kg,1
BOM-720C0022ST-R1,BOM,items,AD201,13.0,Kg,13.0,Kg,1
BOM-720C0022ST-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C0022ST-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-720C0022ST-R1,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-720C0022ST-R1,BOM,items,PR01,0.44,Kg,0.44,Kg,1
BOM-720C0022ST-R1,BOM,items,PT01,0.1,Kg,0.1,Kg,1
BOM-720C0022ST-R1,BOM,items,PC01,0.0008,Kg,0.0008,Kg,1
BOM-720C0022ST-R1,BOM,items,PR02,0.46,Kg,0.46,Kg,1
BOM-720C0024ST-R1,BOM,items,A45,86.3,Kg,86.3,Kg,1
BOM-720C0024ST-R1,BOM,items,AD201,13.0,Kg,13.0,Kg,1
BOM-720C0024ST-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C0024ST-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-720C0024ST-R1,BOM,items,PT01,0.3,Kg,0.3,Kg,1
BOM-720C0031-R1,BOM,items,A45,99.5,Kg,99.5,Kg,1
BOM-720C0031-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C0031-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-720C0031-R1,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-720C0031F-R1,BOM,items,A45,87.6,Kg,87.6,Kg,1
BOM-720C0031F-R1,BOM,items,AD301,0.2,Kg,0.2,Kg,1
BOM-720C0031F-R1,BOM,items,AD101,0.2,Kg,0.2,Kg,1
BOM-720C0031F-R1,BOM,items,AD404,12.0,Kg,12.0,Kg,1
BOM-720C0031HS-R2,BOM,items,A45,99.3,Kg,99.3,Kg,1
BOM-720C0031HS-R2,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C0031HS-R2,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-720C0031HS-R2,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-720C0031HS-R2,BOM,items,H-11,0.2,Kg,0.2,Kg,1
BOM-720C0081-R1,BOM,items,A45,98.599,Kg,98.599,Kg,1
BOM-720C0081-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C0081-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-720C0081-R1,BOM,items,PC01,0.001,Kg,0.001,Kg,1
BOM-720C0081-R1,BOM,items,PT01,1.0,Kg,1.0,Kg,1
BOM-720C0081F-R1,BOM,items,A45,80.38,Kg,80.38,Kg,1
BOM-720C0081F-R1,BOM,items,AD417,18.0,Kg,18.0,Kg,1
BOM-720C0081F-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C0081F-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-720C0081F-R1,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-720C0081F-R1,BOM,items,H-10,0.1,Kg,0.1,Kg,1
BOM-720C0081F-R1,BOM,items,PC01,0.01,Kg,0.01,Kg,1
BOM-720C0081F-R1,BOM,items,PY01,0.01,Kg,0.01,Kg,1
BOM-720C0081F-R1,BOM,items,PT01,1.0,Kg,1.0,Kg,1
BOM-720C1001-R1,BOM,items,A45,80.5,Kg,80.5,Kg,1
BOM-720C1001-R1,BOM,items,G568,15.0,Kg,15.0,Kg,1
BOM-720C1001-R1,BOM,items,AD101,0.2,Kg,0.2,Kg,1
BOM-720C1001-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C1001-R1,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-720C1002-R1,BOM,items,A45,85.5,Kg,85.5,Kg,1
BOM-720C1002-R1,BOM,items,G568,10.0,Kg,10.0,Kg,1
BOM-720C1002-R1,BOM,items,AD101,0.2,Kg,0.2,Kg,1
BOM-720C1002-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C1002-R1,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-720C2001-R1,BOM,items,A45,70.5,Kg,70.5,Kg,1
BOM-720C2001-R1,BOM,items,G568,25.0,Kg,25.0,Kg,1
BOM-720C2001-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C2001-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-720C2001-R1,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-720C2001-R1,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-720C2001-R2,BOM,items,A45,70.6,Kg,70.6,Kg,1
BOM-720C2001-R2,BOM,items,G568,25.0,Kg,25.0,Kg,1
BOM-720C2001-R2,BOM,items,AD101,0.2,Kg,0.2,Kg,1
BOM-720C2001-R2,BOM,items,AD102,0.2,Kg,0.2,Kg,1
BOM-720C2001-R2,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-720C2001F-R2,BOM,items,A45,35.4,Kg,35.4,Kg,1
BOM-720C2001F-R2,BOM,items,721M003,30.0,Kg,30.0,Kg,1
BOM-720C2001F-R2,BOM,items,G568,20.0,Kg,20.0,Kg,1
BOM-720C2001F-R2,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C2001F-R2,BOM,items,PA0002,0.1,Kg,0.1,Kg,1
BOM-720C2001F-R2,BOM,items,AD101,0.2,Kg,0.2,Kg,1
BOM-720C2001F-R2,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-720C2001F-R2,BOM,items,AD411,10.0,Kg,10.0,Kg,1
BOM-720C2001HS-R1,BOM,items,A45,70.0,Kg,70.0,Kg,1
BOM-720C2001HS-R1,BOM,items,G568,25.0,Kg,25.0,Kg,1
BOM-720C2001HS-R1,BOM,items,AD301,0.2,Kg,0.2,Kg,1
BOM-720C2001HS-R1,BOM,items,AD101,0.2,Kg,0.2,Kg,1
BOM-720C2001HS-R1,BOM,items,AD201,0.5,Kg,0.5,Kg,1
BOM-720C2001HS-R1,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-720C2001HS-R1,BOM,items,H-10,0.1,Kg,0.1,Kg,1
BOM-720C2011-R1,BOM,items,A45,74.35,Kg,74.35,Kg,1
BOM-720C2011-R1,BOM,items,G568,25.0,Kg,25.0,Kg,1
BOM-720C2011-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C2011-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-720C2011-R1,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-720C2011-R1,BOM,items,PR03,0.024,Kg,0.024,Kg,1
BOM-720C2011-R1,BOM,items,PG01,0.002,Kg,0.002,Kg,1
BOM-720C2011-R1,BOM,items,PY02,0.12,Kg,0.12,Kg,1
BOM-720C2011-R1,BOM,items,PC01,0.01,Kg,0.01,Kg,1
BOM-720C2031-R1,BOM,items,A45,73.93,Kg,73.93,Kg,1
BOM-720C2031-R1,BOM,items,G568,25.0,Kg,25.0,Kg,1
BOM-720C2031-R1,BOM,items,AD301,0.2,Kg,0.2,Kg,1
BOM-720C2031-R1,BOM,items,AD101,0.2,Kg,0.2,Kg,1
BOM-720C2031-R1,BOM,items,POB2,0.02,Kg,0.02,Kg,1
BOM-720C2031-R1,BOM,items,AD201,0.5,Kg,0.5,Kg,1
BOM-720C2031-R1,BOM,items,H-10,0.15,Kg,0.15,Kg,1
BOM-720C2031F-R1,BOM,items,A45,56.08,Kg,56.08,Kg,1
BOM-720C2031F-R1,BOM,items,G568,25.0,Kg,25.0,Kg,1
BOM-720C2031F-R1,BOM,items,AD301,0.2,Kg,0.2,Kg,1
BOM-720C2031F-R1,BOM,items,AD101,0.2,Kg,0.2,Kg,1
BOM-720C2031F-R1,BOM,items,POB2,0.02,Kg,0.02,Kg,1
BOM-720C2031F-R1,BOM,items,AD201,0.5,Kg,0.5,Kg,1
BOM-720C2031F-R1,BOM,items,AD411,18.0,Kg,18.0,Kg,1
BOM-720C2032-R1,BOM,items,A45,78.99,Kg,78.99,Kg,1
BOM-720C2032-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C2032-R1,BOM,items,AD101,0.2,Kg,0.2,Kg,1
BOM-720C2032-R1,BOM,items,AD201,0.5,Kg,0.5,Kg,1
BOM-720C2032-R1,BOM,items,G568,20.0,Kg,20.0,Kg,1
BOM-720C2032-R1,BOM,items,POB2,0.01,Kg,0.01,Kg,1
BOM-720C2032F-R1,BOM,items,A45,56.5,Kg,56.5,Kg,1
BOM-720C2032F-R1,BOM,items,G568,25.0,Kg,25.0,Kg,1
BOM-720C2032F-R1,BOM,items,AD417,18.0,Kg,18.0,Kg,1
BOM-720C2032F-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C2032F-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-720C2032F-R1,BOM,items,H-10,0.1,Kg,0.1,Kg,1
BOM-720C2082F1-R0,BOM,items,721M003,54.24914,Kg,54.24914,Kg,1
BOM-720C2082F1-R0,BOM,items,G568,25.0,Kg,25.0,Kg,1
BOM-720C2082F1-R0,BOM,items,AD417,20.0,Kg,20.0,Kg,1
BOM-720C2082F1-R0,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C2082F1-R0,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-720C2082F1-R0,BOM,items,PY02,0.0002,Kg,0.0002,Kg,1
BOM-720C2082F1-R0,BOM,items,PC01,0.0003,Kg,0.0003,Kg,1
BOM-720C2082F1-R0,BOM,items,PG01,0.0001,Kg,0.0001,Kg,1
BOM-720C2082F1-R0,BOM,items,PT01,0.3,Kg,0.3,Kg,1
BOM-720C2082F1-R0,BOM,items,PR01,0.00026,Kg,0.00026,Kg,1
BOM-720C2082F1-R0,BOM,items,PA0002,0.05,Kg,0.05,Kg,1
BOM-720C2082F1L-R0,BOM,items,721M003,53.94914,Kg,53.94914,Kg,1
BOM-720C2082F1L-R0,BOM,items,G568,25.0,Kg,25.0,Kg,1
BOM-720C2082F1L-R0,BOM,items,AD417,20.0,Kg,20.0,Kg,1
BOM-720C2082F1L-R0,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C2082F1L-R0,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-720C2082F1L-R0,BOM,items,PY02,0.0002,Kg,0.0002,Kg,1
BOM-720C2082F1L-R0,BOM,items,PC01,0.0003,Kg,0.0003,Kg,1
BOM-720C2082F1L-R0,BOM,items,PG01,0.0001,Kg,0.0001,Kg,1
BOM-720C2082F1L-R0,BOM,items,PT01,0.3,Kg,0.3,Kg,1
BOM-720C2082F1L-R0,BOM,items,PR01,0.00026,Kg,0.00026,Kg,1
BOM-720C2082F1L-R0,BOM,items,PA0002,0.05,Kg,0.05,Kg,1
BOM-720C2082F1L-R0,BOM,items,AD601,0.3,Kg,0.3,Kg,1
BOM-720C2082F2-R0,BOM,items,721M003,53.94,Kg,53.94,Kg,1
BOM-720C2082F2-R0,BOM,items,G568,25.0,Kg,25.0,Kg,1
BOM-720C2082F2-R0,BOM,items,AD417,20.0,Kg,20.0,Kg,1
BOM-720C2082F2-R0,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C2082F2-R0,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-720C2082F2-R0,BOM,items,PY02,0.01,Kg,0.01,Kg,1
BOM-720C2082F2-R0,BOM,items,PC01,0.16,Kg,0.16,Kg,1
BOM-720C2082F2-R0,BOM,items,PG01,0.04,Kg,0.04,Kg,1
BOM-720C2082F2-R0,BOM,items,PT01,0.36,Kg,0.36,Kg,1
BOM-720C2082F2-R0,BOM,items,PB02,0.04,Kg,0.04,Kg,1
BOM-720C2082F2-R0,BOM,items,PA0002,0.05,Kg,0.05,Kg,1
BOM-720C2082F2-R1,BOM,items,A45,56.439,Kg,56.439,Kg,1
BOM-720C2082F2-R1,BOM,items,G568,25.0,Kg,25.0,Kg,1
BOM-720C2082F2-R1,BOM,items,AD411,18.0,Kg,18.0,Kg,1
BOM-720C2082F2-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-720C2082F2-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-720C2082F2-R1,BOM,items,H-10,0.15,Kg,0.15,Kg,1
BOM-720C2082F2-R1,BOM,items,BP0800,0.01,Kg,0.01,Kg,1
BOM-720C2082F2-R1,BOM,items,PB02,0.001,Kg,0.001,Kg,1
BOM-720C2181-R2,BOM,items,A45,73.4,Kg,73.4,Kg,1
